Please Tell Me,The Housemaid,The Ritual,The Inmate,The Serpent & The Wings of Night,The Ashes & The Star Cursed King,Court of Ravens and Ruin,Dopamine Detox,Don't Believe Everything You Think,The Art of Letting Go,CS_Logit,CS_X,CS_PCA
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.25108137817839693,0.32400636663250776,0.04098661484687341
0,0,0,0,0,0,0,0,1,0,0.5595057190807745,0.5379449974018413,0.1830825735658595
0,0,0,0,0,0,0,0,1,1,1.1344330550527948,1.1634268725734527,0.8457919583198213
0,0,0,0,0,0,0,1,0,0,0.46236713043748007,0.30139259395666074,0.04566358642678239
0,0,0,0,0,0,0,1,0,1,1.0718175883839798,1.0503807718470994,0.7737235777795766
0,0,0,0,0,0,0,1,1,0,1.2232422968900836,1.1452240402488318,0.8317330599299404
0,0,0,0,0,0,0,1,1,1,1.5606103540150362,1.536587285370362,1.2338675155552614
0,0,0,0,0,0,1,0,0,0,0.12887598190222377,0.2935561127366443,-0.029250039169028352
0,0,0,0,0,0,1,0,0,1,0.9026692260559476,1.0509658364009928,0.9278608939688346
0,0,0,0,0,0,1,0,1,0,1.080429635480743,1.1755936111777743,1.0539331863749521
0,0,0,0,0,0,1,0,1,1,1.4539886443308032,1.5566264633116929,1.4167283096100662
0,0,0,0,0,0,1,1,0,0,1.0215551708911748,1.0862906854777645,0.9764017794552241
0,0,0,0,0,0,1,1,0,1,1.4122278514298319,1.4935190709972574,1.3681103302379738
0,0,0,0,0,0,1,1,1,0,1.5234743891356637,1.5627882422129864,1.4342572355969168
0,0,0,0,0,0,1,1,1,1,1.7811422396161858,1.8336692924248454,1.6853245562231478
0,0,0,0,0,1,0,0,0,0,-0.4516373606375327,-0.7030830000409635,-0.5813165501636751
0,0,0,0,0,1,0,0,0,1,0.6648838630958138,0.8151432213090275,0.6787713374790484
0,0,0,0,0,1,0,0,1,0,0.874783438246127,1.0123518938861098,0.828753466289457
0,0,0,0,0,1,0,0,1,1,1.3232670094762562,1.4557993617681528,1.245556161437405
0,0,0,0,0,1,0,1,0,0,0.8129121555801068,0.9066785330445312,0.7452174897523731
0,0,0,0,0,1,0,1,0,1,1.2731479665718501,1.3814817439551492,1.1881824110164978
0,0,0,0,0,1,0,1,1,0,1.398212227434596,1.4763992492075415,1.2649646206906267
0,0,0,0,0,1,0,1,1,1,1.6865948262215968,1.7684469257655466,1.5443929795481046
0,0,0,0,0,1,1,0,0,0,0.5860136653694293,0.7214337765310805,0.45418873996521947
0,0,0,0,0,1,1,0,0,1,1.136854843004888,1.3123266505745914,1.1776183009532324
0,0,0,0,0,1,1,0,1,0,1.27837203517188,1.4311235601764265,1.2960272099622077
0,0,0,0,0,1,1,0,1,1,1.5936483993496047,1.7482583566571555,1.6015364348025707
0,0,0,0,0,1,1,1,0,0,1.236193587750322,1.369074649919921,1.2316198925710367
0,0,0,0,0,1,1,1,0,1,1.560245100295795,1.6984962195811384,1.557226945827019
0,0,0,0,0,1,1,1,1,0,1.6573023391275206,1.7677694911908484,1.6235734341140153
0,0,0,0,0,1,1,1,1,1,1.884285180696743,1.9962528400995103,1.8404235849333974
0,0,0,0,1,0,0,0,0,0,0.029688938011142356,0.029648806219553656,-0.11436806356424188
0,0,0,0,1,0,0,0,0,1,0.8516613032265584,1.012367760533314,0.8787647672852014
0,0,0,0,1,0,0,0,1,0,1.0293357428660175,1.1724592106957612,1.008766957418068
0,0,0,0,1,0,0,0,1,1,1.4216586835454135,1.5628112384419528,1.380993724188453
0,0,0,0,1,0,0,1,0,0,0.9717653397709541,1.0952572397087341,0.9438287765803438
0,0,0,0,1,0,0,1,0,1,1.3757710768895186,1.504977521789894,1.3368956041226852
0,0,0,0,1,0,0,1,1,0,1.4892862009479706,1.5821253550540364,1.4029287904304248
0,0,0,0,1,0,0,1,1,1,1.7545239898681708,1.8524162431226567,1.6597851558495034
0,0,0,0,1,0,1,0,0,0,0.7851128741432122,0.9258960015441967,0.654462685921175
0,0,0,0,1,0,1,0,0,1,1.2547753153308523,1.4320874984403533,1.2912629401919518
0,0,0,0,1,0,1,0,1,0,1.3780711279499558,1.5363267992671974,1.400138783281731
0,0,0,0,1,0,1,0,1,1,1.666472432158117,1.826697308313886,1.6843421653999144
0,0,0,0,1,0,1,1,0,0,1.343085647895741,1.4855700989818494,1.3442104962542016
0,0,0,0,1,0,1,1,0,1,1.636516848189756,1.7849982738058265,1.64642949396367
0,0,0,0,1,0,1,1,1,0,1.724837353498236,1.8438299564217875,1.7059202940256604
0,0,0,0,1,0,1,1,1,1,1.9379040172840614,2.0591236003158757,1.911709112615866
0,0,0,0,1,1,0,0,0,0,0.5172881881575551,0.4576682424361344,0.39662844252910723
0,0,0,0,1,1,0,0,0,1,1.097230094460269,1.236485405475067,1.1360503417850447
0,0,0,0,1,1,0,0,1,0,1.2367907318159654,1.389769735940002,1.2588841409092335
0,0,0,0,1,1,0,0,1,1,1.568225173496642,1.722660439839438,1.5691985169450549
0,0,0,0,1,1,0,1,0,0,1.1938083097948975,1.3343203843069973,1.2008356046737676
0,0,0,0,1,1,0,1,0,1,1.5286397670944882,1.676112103374049,1.5272552464171028
0,0,0,0,1,1,0,1,1,0,1.6268569188435966,1.755168131258854,1.5949144731390377
0,0,0,0,1,1,0,1,1,1,1.8609674638825178,1.9876916627104624,1.8148869423056608
0,0,0,0,1,1,1,0,0,0,1.043982432182024,1.15112687869985,0.9258957947720657
0,0,0,0,1,1,1,0,0,1,1.4244380850848015,1.5906969250514011,1.4608528175766629
0,0,0,0,1,1,1,0,1,0,1.5294170261450721,1.6935912392735823,1.564351379066421
0,0,0,0,1,1,1,0,1,1,1.7823466679333104,1.9514426710881492,1.8162821451478175
0,0,0,0,1,1,1,1,0,0,1.5012709141039478,1.6536263790668944,1.5140059851579586
0,0,0,0,1,1,1,1,0,1,1.75645440586478,1.916039806624465,1.7803435936299445
0,0,0,0,1,1,1,1,1,0,1.8357692592426809,1.976624295126833,1.8391883212804656
0,0,0,0,1,1,1,1,1,1,2.0277597492925206,2.168631784681708,2.0243870264986743
0,0,0,1,0,0,0,0,0,0,0.5825061849879086,0.683680564661074,0.5293397533751552
0,0,0,1,0,0,0,0,0,1,1.142955153170558,1.2719167485348324,1.1325257300861655
0,0,0,1,0,0,0,0,1,0,1.284587527445599,1.4039739551326231,1.2541639938074582
0,0,0,1,0,0,0,0,1,1,1.6033953891194486,1.7175070117684925,1.5492946844672522
0,0,0,1,0,0,0,1,0,0,1.2331842368966768,1.3369099521403174,1.1944259424783283
0,0,0,1,0,0,0,1,0,1,1.5618634317987508,1.6659804304913945,1.505140688794637
0,0,0,1,0,0,0,1,1,0,1.6583748791635065,1.7367742283819083,1.5715280106018104
0,0,0,1,0,0,0,1,1,1,1.8884200237735604,1.9661681082125952,1.786832800039299
0,0,0,1,0,0,1,0,0,0,1.0983926838957192,1.220980163256199,1.0286292139367017
0,0,0,1,0,0,1,0,0,1,1.4669991421873858,1.6073109441417979,1.4806844999104956
0,0,0,1,0,0,1,0,1,0,1.571725292936179,1.6998171726574909,1.5818347287584396
0,0,0,1,0,0,1,0,1,1,1.81605537338703,1.946754708307049,1.820951670079385
0,0,0,1,0,0,1,1,0,0,1.5361416228095828,1.655249358593353,1.5330757064228389
0,0,0,1,0,0,1,1,0,1,1.7874738327376138,1.9079819042884032,1.7852256451403754
0,0,0,1,0,0,1,1,1,0,1.864553735843969,1.9642236555138213,1.8426534531895566
0,0,0,1,0,0,1,1,1,1,2.053734986448665,2.1535695058260695,2.0223833800379776
0,0,0,1,0,1,0,0,0,0,0.8941774563571818,0.9692669516596719,0.8507441541467349
0,0,0,1,0,1,0,0,0,1,1.3311875500442403,1.4668393038980687,1.34795645178863
0,0,0,1,0,1,0,0,1,0,1.449677486148739,1.5922827136454185,1.4632835301264828
0,0,0,1,0,1,0,0,1,1,1.7260639484982667,1.867093920700603,1.7181621105024043
0,0,0,1,0,1,0,1,0,0,1.405822152866908,1.5395381530348482,1.4106271255902088
0,0,0,1,0,1,0,1,0,1,1.687918133403692,1.8230567358655458,1.677586241850184
0,0,0,1,0,1,0,1,1,0,1.7748324004724136,1.8933052193762538,1.7428616256098928
0,0,0,1,0,1,0,1,1,1,1.9811509344102738,2.095533647194997,1.9323341023831948
0,0,0,1,0,1,1,0,0,0,1.2971272129365634,1.4111775078028523,1.2301599877961626
0,0,0,1,0,1,1,0,0,1,1.6068986993043304,1.7547923459544823,1.626714356867987
0,0,0,1,0,1,1,0,1,0,1.6996908080756723,1.843747177721961,1.7227490174127202
0,0,0,1,0,1,1,0,1,1,1.9172784239585083,2.066620202411983,1.9385846174078
0,0,0,1,0,1,1,1,0,0,1.6688876044649872,1.806101556070758,1.677287986932872
0,0,0,1,0,1,1,1,0,1,1.890924836311722,2.0324682386166706,1.9047255995295183
0,0,0,1,0,1,1,1,1,0,1.962153327692127,2.0885281155261306,1.9607938649720535
0,0,0,1,0,1,1,1,1,1,2.1342034101331055,2.2599245273901283,2.125374650021364
0,0,0,1,1,0,0,0,0,0,1.052167488987584,1.1298442332753107,0.9788604447278136
0,0,0,1,1,0,0,0,0,1,1.4332605774394322,1.5687329758205921,1.44233014279877
0,0,0,1,1,0,0,0,1,0,1.5408202547266978,1.6799371014163724,1.5438040417042844
0,0,0,1,1,0,0,0,1,1,1.7927396395496793,1.9379598567491167,1.7885296402424564
0,0,0,1,1,0,0,1,0,0,1.4973013776185202,1.6355413641649292,1.4988859126043734
0,0,0,1,1,0,0,1,0,1,1.757775317750248,1.8993049846382204,1.7553325736499714
0,0,0,1,1,0,0,1,1,0,1.8374184565110208,1.960600209376771,1.813731377765679
0,0,0,1,1,0,0,1,1,1,2.031444607555383,2.154839812803412,1.9965398725218348
0,0,0,1,1,0,1,0,0,0,1.399216064091254,1.514338486607013,1.3186216285393688
0,0,0,1,1,0,1,0,0,1,1.6820871736965806,1.8301630379497018,1.6945722111045003
0,0,0,1,1,0,1,0,1,0,1.766986277110591,1.9116098067601213,1.7820397635744112
0,0,0,1,1,0,1,0,1,1,1.9706096280598868,2.123336893298763,1.9910788919418805
0,0,0,1,1,0,1,1,0,0,1.7371692909946663,1.877835838955004,1.7427095937204695
0,0,0,1,1,0,1,1,0,1,1.9452421430517837,2.0924067136704116,1.962352378474319
0,0,0,1,1,0,1,1,1,0,2.011727583249505,2.1421199922828125,2.0133459520288945
0,0,0,1,1,0,1,1,1,1,2.175457893557131,2.307970496438114,2.1731440784147
0,0,0,1,1,1,0,0,0,0,1.256864738998894,1.3139004442120608,1.1916794406322784
0,0,0,1,1,1,0,0,0,1,1.5783969184181226,1.7037686260210074,1.5947091325792226
0,0,0,1,1,1,0,0,1,0,1.6722319503790812,1.8108230210851606,1.6912977363924877
0,0,0,1,1,1,0,0,1,1,1.8972929294713332,2.0448919718947276,1.9107094571503742
0,0,0,1,1,1,0,1,0,0,1.633988619747914,1.7762456000523992,1.6513673660369332
0,0,0,1,1,1,0,1,0,1,1.8641242657735329,2.01232624801552,1.8797792217392009
0,0,0,1,1,1,0,1,1,0,1.937453015542328,2.073464717048429,1.9366623599348924
0,0,0,1,1,1,0,1,1,1,2.1141711279543487,2.250038004022705,2.102677244275733
0,0,0,1,1,1,1,0,0,0,1.5501086156663144,1.651099242135112,1.4741540316001913
0,0,0,1,1,1,1,0,0,1,1.797381041648801,1.9393945597734892,1.8119216436450816
0,0,0,1,1,1,1,0,1,0,1.8748470941712556,2.018292132209676,1.8952239323222533
0,0,0,1,1,1,1,0,1,1,2.059558327306979,2.2135723069497155,2.087194314227729
0,0,0,1,1,1,1,1,0,0,1.8474904913816972,1.9906609135079325,1.858414864186158
0,0,0,1,1,1,1,1,0,1,2.0350797874237405,2.1870155480562232,2.059647329407101
0,0,0,1,1,1,1,1,1,0,2.097611464636018,2.2364899363552335,2.1093448925273828
0,0,0,1,1,1,1,1,1,1,2.2485247637561847,2.3896661951317744,2.257648112659169
0,0,1,0,0,0,0,0,0,0,-0.3717017191968948,-0.6415316236822717,-0.47574557314565097
0,0,1,0,0,0,0,0,0,1,0.6885522510625959,0.8260797110808766,0.6704722195729859
0,0,1,0,0,0,0,0,1,0,0.9058292990103067,1.0183055971260158,0.8131836372948458
0,0,1,0,0,0,0,0,1,1,1.3377082170130477,1.460096283341987,1.2289575407708437
0,0,1,0,0,0,0,1,0,0,0.8344098713075567,0.9108336150731879,0.7335545485141621
0,0,1,0,0,0,0,1,0,1,1.2846752829617105,1.3875782008384907,1.174930479591798
0,0,1,0,0,0,0,1,1,0,1.4135113198653833,1.479403647476282,1.2484037350972546
0,0,1,0,0,0,0,1,1,1,1.6965881097200275,1.7740018456899813,1.5290353939577261
0,0,1,0,0,0,1,0,0,0,0.6123413775347468,0.7262076287050002,0.49409027852975984
0,0,1,0,0,0,1,0,0,1,1.1501785573811991,1.3139668306804255,1.1775174705322917
0,0,1,0,0,0,1,0,1,0,1.2946325509805863,1.4321741970766495,1.2921241374700014
0,0,1,0,0,0,1,0,1,1,1.6047302308780855,1.748650931515862,1.5956495155572534
0,0,1,0,0,0,1,1,0,0,1.2449180679421301,1.3724417233143913,1.2313054792356828
0,0,1,0,0,0,1,1,0,1,1.5673698612592561,1.701399754276294,1.5528801614309602
0,0,1,0,0,0,1,1,1,0,1.6658764627626033,1.7683308401042728,1.6165023672240502
0,0,1,0,0,0,1,1,1,1,1.8920901478320729,1.9976731906788159,1.8341350018552192
0,0,1,0,0,1,0,0,0,0,0.2997115671510509,0.04981019495265368,0.1900318508408642
0,0,1,0,0,1,0,0,0,1,0.9747076570505341,1.090500431704794,0.9976720134259528
0,0,1,0,0,1,0,0,1,0,1.1402509810535453,1.2666097614686498,1.1304086390921
0,0,1,0,0,1,0,0,1,1,1.4977406266359372,1.6379607853677705,1.4659601454149227
0,0,1,0,0,1,0,1,0,0,1.0854128461800954,1.1896195139296235,1.0623377937226146
0,0,1,0,0,1,0,1,0,1,1.4500272604625815,1.5799204400600413,1.4159250964343277
0,0,1,0,0,1,0,1,1,0,1.5618577336289052,1.667530360791734,1.488514200179122
0,0,1,0,0,1,0,1,1,1,1.8091946338744649,1.920591838649216,1.7240697728348369
0,0,1,0,0,1,1,0,0,0,0.918789748562013,0.9918233033039658,0.8032689638905705
0,0,1,0,0,1,1,0,0,1,1.3406337499813803,1.4926208245833001,1.368977989160438
0,0,1,0,0,1,1,0,1,0,1.460197359934249,1.6056388074071941,1.4768748838169645
0,0,1,0,0,1,1,0,1,1,1.7291657604855888,1.8849618375590114,1.7438883038107953
0,0,1,0,0,1,1,1,0,0,1.4206819667707369,1.5569932871637804,1.4222029086104833
0,0,1,0,0,1,1,1,0,1,1.6963032141961114,1.8442224335554154,1.703447099746706
0,0,1,0,0,1,1,1,1,0,1.7845589352697344,1.9100300722429429,1.7651947922662101
0,0,1,0,0,1,1,1,1,1,1.9865133042279517,2.114941384142432,1.9605654574779965
0,0,1,0,1,0,0,0,0,0,0.5535443780535224,0.47199986008703154,0.43523362544434696
0,0,1,0,1,0,0,0,0,1,1.1106386070234353,1.2462067663813026,1.1398432501814975
0,0,1,0,1,0,0,0,1,0,1.2548352260455724,1.3906559634564393,1.255123101830847
0,0,1,0,1,0,0,0,1,1,1.5757582345641417,1.7286396921585885,1.5668873452440033
0,0,1,0,1,0,0,1,0,0,1.2077007614577888,1.3359477760573513,1.2019403390995786
0,0,1,0,1,0,0,1,0,1,1.5368670576636987,1.683571732089501,1.5282600759061011
0,0,1,0,1,0,0,1,1,0,1.636313387315328,1.7552651606962357,1.5906588513946882
0,0,1,0,1,0,0,1,1,1,1.8678805780447145,1.9932440711664976,1.8134058696219382
0,0,1,0,1,0,1,0,0,0,1.058910950677542,1.1513303624019904,0.9427650745253653
0,0,1,0,1,0,1,0,0,1,1.4338519262028937,1.593996617006917,1.4629162837444045
0,0,1,0,1,0,1,0,1,0,1.539733745192101,1.6927643016037586,1.5611028638566005
0,0,1,0,1,0,1,0,1,1,1.7897807166091446,1.9539706491984636,1.814308824651452
0,0,1,0,1,0,1,1,0,0,1.5088466992884049,1.654250671203161,1.514454865378615
0,0,1,0,1,0,1,1,0,1,1.76324171522142,1.9202715838384437,1.78075323623333
0,0,1,0,1,0,1,1,1,0,1.8419015254626927,1.976407356792223,1.8355924176347704
0,0,1,0,1,0,1,1,1,1,2.034194745763377,2.1717901028324325,2.022881515750532
0,0,1,0,1,1,0,0,0,0,0.8743893529313573,0.759965984630278,0.7597757868103213
0,0,1,0,1,1,0,0,0,1,1.308498737305763,1.4130871388162536,1.3363765916571537
0,0,1,0,1,1,0,0,1,0,1.4273265764939373,1.552914238643902,1.4460437141940268
0,0,1,0,1,1,0,0,1,1,1.7058121346572337,1.8518484679912341,1.7178477822377287
0,0,1,0,1,1,0,1,0,0,1.3870558364240522,1.5090678941315852,1.395397059199642
0,0,1,0,1,1,0,1,0,1,1.6683237631856564,1.8132368354669983,1.6787080317189778
0,0,1,0,1,1,0,1,1,0,1.7581891612467524,1.8864568755240925,1.7414104165848878
0,0,1,0,1,1,0,1,1,1,1.965191266702855,2.0986503033523105,1.9394613687918605
0,0,1,0,1,1,1,0,0,0,1.2647387160354386,1.326333473745845,1.152255164040043
0,0,1,0,1,1,1,0,0,1,1.5804948127560343,1.7212748495066803,1.6048618171514215
0,0,1,0,1,1,1,0,1,0,1.6725874789074688,1.8183853886774708,1.6982559878825068
0,0,1,0,1,1,1,0,1,1,1.895523514104521,2.0552654641849446,1.9274863115588026
0,0,1,0,1,1,1,1,0,0,1.645576106982434,1.7859619306640353,1.6544528336811672
0,0,1,0,1,1,1,1,0,1,1.8702342311613944,2.0255046859596293,1.8942251183698249
0,0,1,0,1,1,1,1,1,0,1.9428037866777685,2.08254977628431,1.9481902892930727
0,0,1,0,1,1,1,1,1,1,2.1174437772752635,2.2607729391305225,2.119956340567309
0,0,1,1,0,0,0,0,0,0,0.9236177186959612,0.9699124300638484,0.853997505580593
0,0,1,1,0,0,0,0,0,1,1.347216922940409,1.4688131178764543,1.3420053432211643
0,0,1,1,0,0,0,0,1,0,1.465839849425421,1.5928200836331463,1.450158191439404
0,0,1,1,0,0,0,0,1,1,1.7343325174281066,1.869596257360906,1.7088119704753695
0,0,1,1,0,0,0,1,0,0,1.4228193422740252,1.539584933002497,1.4011666323216618
0,0,1,1,0,0,0,1,0,1,1.6989246724685012,1.8260652048331372,1.6697376385462703
0,0,1,1,0,0,0,1,1,0,1.786796077546109,1.8947149594256973,1.7313862999248675
0,0,1,1,0,0,0,1,1,1,1.9894771036900265,2.099297469402241,1.924087314738201
0,0,1,1,0,0,1,0,0,0,1.3092457798794184,1.409583878149743,1.2354248262061487
0,0,1,1,0,0,1,0,0,1,1.616573040944801,1.7536858486220954,1.6245597860675411
0,0,1,1,0,0,1,0,1,0,1.7097414651777096,1.8427689255730184,1.7161187842698908
0,0,1,1,0,0,1,0,1,1,1.9244191240104411,2.067018765996809,1.9342316999224158
0,0,1,1,0,0,1,1,0,0,1.6756258037880056,1.8068187913342892,1.674063831727092
0,0,1,1,0,0,1,1,0,1,1.8977922016600852,2.0341177724250854,1.9009939965025822
0,0,1,1,0,0,1,1,1,0,1.9698759202213545,2.0891474621316166,1.9542229655349184
0,0,1,1,0,0,1,1,1,1,2.141159197742427,2.2618661449544226,2.120835252207851
0,0,1,1,0,1,0,0,0,0,1.1542839674819163,1.178759380444631,1.092602986065353
0,0,1,1,0,1,0,0,0,1,1.5037929597011264,1.6166559615504568,1.5127284705180717
0,0,1,1,0,1,0,0,1,0,1.6061127686491428,1.734122519709008,1.614811363712952
0,0,1,1,0,1,0,0,1,1,1.844226536983848,1.984579926367855,1.8455878869874787
0,0,1,1,0,1,0,1,0,0,1.5670362845326562,1.6905507518672456,1.5711697671577691
0,0,1,1,0,1,0,1,0,1,1.8096207951588632,1.9461634022766634,1.8091920753895592
0,0,1,1,0,1,0,1,1,0,1.8906684750052778,2.013167725950532,1.868919313628383
0,0,1,1,0,1,0,1,1,1,2.0745072516457492,2.199620560308843,2.043286437765027
0,0,1,1,0,1,1,0,0,0,1.4746873135222656,1.558834835416327,1.4015282955755206
0,0,1,1,0,1,1,0,0,1,1.7398411314003315,1.871464185616936,1.750223088987187
0,0,1,1,0,1,1,0,1,0,1.8229493852489065,1.956663876400208,1.8365489079862536
0,0,1,1,0,1,1,0,1,1,2.0170548167878666,2.163331046176225,2.036566884516186
0,0,1,1,0,1,1,1,0,0,1.7928103388782874,1.9258541604475643,1.797490792378578
0,0,1,1,0,1,1,1,0,1,1.991510419671231,2.1338034199565556,2.0052856225491973
0,0,1,1,0,1,1,1,1,0,2.058706860701861,2.1877240794033055,2.0564819702412844
0,0,1,1,0,1,1,1,1,1,2.215863953503015,2.3475970659697545,2.2112046420421763
0,0,1,1,1,0,0,0,0,0,1.2739101529859218,1.3103706786734661,1.1926807114681037
0,0,1,1,1,0,0,0,0,1,1.5872873772766223,1.7055821714066297,1.5923315253524972
0,0,1,1,1,0,0,0,1,0,1.6817916610171326,1.8102234495214617,1.6829686065357257
0,0,1,1,1,0,0,0,1,1,1.901864457949931,2.0478461513613375,1.9064264878267394
0,0,1,1,1,0,0,1,0,0,1.6449743357609676,1.7730153859485842,1.6445286145757356
0,0,1,1,1,0,0,1,0,1,1.8712624782624385,2.01405883018808,1.8761604356958625
0,0,1,1,1,0,0,1,1,0,1.9453923561201782,2.0729806714556562,1.9296180656367736
0,0,1,1,1,0,0,1,1,1,2.1200135892437086,2.252880105161923,2.0992734347728494
0,0,1,1,1,0,1,0,0,0,1.5578054971786688,1.6479105647890078,1.475357614408667
0,0,1,1,1,0,1,0,0,1,1.8036279393365535,1.9397334351163225,1.8108467060831697
0,0,1,1,1,0,1,0,1,0,1.880406383892424,2.0176746651753423,1.890387346882002
0,0,1,1,1,0,1,0,1,1,2.0637233207418877,2.215486009300384,2.0848215666700876
0,0,1,1,1,0,1,1,0,0,1.8525001363994609,1.9899279908224856,1.8556498655032772
0,0,1,1,1,0,1,1,0,1,2.0404520507340407,2.1889910385683535,2.058099289562473
0,0,1,1,1,0,1,1,1,0,2.1027747063516005,2.237139511965378,2.1050602092634616
0,0,1,1,1,0,1,1,1,1,2.2536265539216673,2.392380544941355,2.2557110978907424
0,0,1,1,1,1,0,0,0,0,1.4423677234191747,1.4601600494431848,1.367266662042292
0,0,1,1,1,1,0,0,0,1,1.7143796047604567,1.816770984843303,1.7219870505356485
0,0,1,1,1,1,0,0,1,0,1.798099309715582,1.9179093719237315,1.8088395251308818
0,0,1,1,1,1,0,0,1,1,1.9974138091115787,2.1368825535433573,2.0123887223932133
0,0,1,1,1,1,0,1,0,0,1.7635449538890848,1.888378394284429,1.7742887163434704
0,0,1,1,1,1,0,1,0,1,1.966534541133399,2.107820052112665,1.983591788736661
0,0,1,1,1,1,0,1,1,0,2.0362495615722493,2.1664067701926033,2.03594581819132
0,0,1,1,1,1,0,1,1,1,2.1965362032644276,2.332720428822454,2.1920560143450323
0,0,1,1,1,1,1,0,0,0,1.6893721761146248,1.7635055641057669,1.6096732730550567
0,0,1,1,1,1,1,0,0,1,1.9080392877793262,2.0323129889757308,1.9148609128739345
0,0,1,1,1,1,1,0,1,0,1.978118358177261,2.107935312166639,1.9905443446829116
0,0,1,1,1,1,1,0,1,1,2.146257655055429,2.2922976618993336,2.1707762218813156
0,0,1,1,1,1,1,1,0,0,1.9519386582895963,2.0851137463867153,1.9581635904136858
